Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
KJ501477,West Nile virus,USA,,,feather pulp,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
KJ501501,West Nile virus,USA,MO,,kidney and spleen,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
KJ501502,West Nile virus,USA,MT,,kidney and spleen,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
KJ501505,West Nile virus,USA,OK,,kidney and spleen,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
KJ501506,West Nile virus,USA,OK,,feather,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
KJ501512,West Nile virus,USA,GA,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
DQ374652,West Nile virus,Russia,,,,corvus corone,,"    Direct Submission
  ",bird,Passeriformes
DQ374653,West Nile virus,Russia,,,,corvus corone,,"    Direct Submission
  ",bird,Passeriformes
DQ411031,West Nile virus,Russia,,,,corvus corone,,"    Direct Submission
  ",bird,Passeriformes
OP609809,West Nile virus,Italy,,,,corvus corone,44776,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP609812,West Nile virus,Italy,,,,corvus corone,44780,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP609815,West Nile virus,Italy,,,,corvus corone,44790,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
DQ377179,West Nile virus,Russia,,,,corvus frugilegus,,"    West Nile virus isolate Ast02-2-298 complete genome sequence
  ",bird,Passeriformes
LC817237,West Nile virus,Zambia,,,,crocodylus niloticus,2019,"    African lineage 1a West Nile virus isolated from crocodiles
            exhibits low neuroinvasiveness in mice
  ",other_species,
AF404753,West Nile virus,USA,MD,,,crow,2000,"    Complete genome sequences and phylogenetic analysis of West Nile
            virus strains isolated from the United States, Europe, and the
            Middle East
  ",bird,Passeriformes
AF404756,West Nile virus,USA,NY,,,crow,2000,"    Complete genome sequences and phylogenetic analysis of West Nile
            virus strains isolated from the United States, Europe, and the
            Middle East
  ",bird,Passeriformes
GQ379156,West Nile virus,USA,,,,crow,37073,"    Complete genome sequences and phylogenetic analysis of two West
            Nile virus strains isolated from equines in Argentina in 2006
  ",bird,Passeriformes
GQ379157,West Nile virus,USA,CA,,,crow,39661,"    Complete genome sequences and phylogenetic analysis of two West
            Nile virus strains isolated from equines in Argentina in 2006
  ",bird,Passeriformes
HQ596519,West Nile virus,USA,,,,crow,1999,"    Virulence determinants between New York 99 and Kunjin strains of
            West Nile virus
  ",bird,Passeriformes
OQ357819,West Nile virus,Spain,,,,culex perexiguus,2022,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  ",mosquito,Culex
OQ357820,West Nile virus,Spain,,,,culex perexiguus,,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  ",mosquito,Culex
OQ357821,West Nile virus,Spain,,,,culex perexiguus,2022,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  ",mosquito,Culex
OQ357822,West Nile virus,Spain,,,,culex perexiguus,2022,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  ",mosquito,Culex
AF260969,West Nile virus,Romania,,,,culex pipiens,,"    Entomologic and avian investigations of an epidemic of West Nile
            fever in Romania in 1996, with serologic and molecular
            characterization of a virus isolate from mosquitoes
  ",mosquito,Culex
HM488121,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488122,West Nile virus,,,,cell supernatant,culex pipiens,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488123,West Nile virus,,,,cell supernatant,culex pipiens,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488131,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2000,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488133,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2001,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488137,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2002,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488141,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488148,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2004,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488151,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488156,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488157,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488158,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488160,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488161,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488162,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488163,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488164,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488165,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488166,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488167,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488168,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488169,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488170,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488198,West Nile virus,USA,IL,,,culex pipiens,2005,"    Direct Submission
  ",mosquito,Culex
HM488214,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488218,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488219,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM756649,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM756653,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM756657,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HQ671707,West Nile virus,USA,CT,,cell supernatant,culex pipiens,1999,"    Direct Submission
  ",mosquito,Culex
HQ671709,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2000,"    Direct Submission
  ",mosquito,Culex
HQ671710,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2000,"    Direct Submission
  ",mosquito,Culex
HQ671711,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2000,"    Direct Submission
  ",mosquito,Culex
HQ671715,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2001,"    Direct Submission
  ",mosquito,Culex
HQ671719,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2001,"    Direct Submission
  ",mosquito,Culex
JF730043,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2002,"    Direct Submission
  ",mosquito,Culex
JF920740,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Direct Submission
  ",mosquito,Culex
JF920741,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Direct Submission
  ",mosquito,Culex
JF920742,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Direct Submission
  ",mosquito,Culex
JF920743,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Direct Submission
  ",mosquito,Culex
JF920744,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Direct Submission
  ",mosquito,Culex
JF920745,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Direct Submission
  ",mosquito,Culex
JF920746,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Direct Submission
  ",mosquito,Culex
JF920748,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Direct Submission
  ",mosquito,Culex
JF920749,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Direct Submission
  ",mosquito,Culex
JF920750,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Direct Submission
  ",mosquito,Culex
JF920752,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Direct Submission
  ",mosquito,Culex
JF920754,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Direct Submission
  ",mosquito,Culex
JF920755,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Direct Submission
  ",mosquito,Culex
JF920756,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Direct Submission
  ",mosquito,Culex
JF920757,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Direct Submission
  ",mosquito,Culex
JF920759,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2009,"    Direct Submission
  ",mosquito,Culex
JF920760,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2009,"    Direct Submission
  ",mosquito,Culex
JQ700437,West Nile virus,USA,,,,culex pipiens,2003,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",mosquito,Culex
KJ501098,West Nile virus,USA,,,mosquito pool,culex pipiens,2011,"    Direct Submission
  ",mosquito,Culex
KJ501101,West Nile virus,USA,,,mosquito pool,culex pipiens,2009,"    Direct Submission
  ",mosquito,Culex
KJ501218,West Nile virus,USA,,,mosquito pool,culex pipiens,2012,"    Direct Submission
  ",mosquito,Culex
KJ501225,West Nile virus,USA,,,mosquito pool,culex pipiens,2012,"    Direct Submission
  ",mosquito,Culex
KY216149,West Nile virus,USA,,,,culex pipiens,41080,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY216150,West Nile virus,USA,,,,culex pipiens,41101,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY216151,West Nile virus,USA,,,,culex pipiens,41107,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY216152,West Nile virus,USA,,,,culex pipiens,41107,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY216153,West Nile virus,USA,,,,culex pipiens,41115,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY216155,West Nile virus,USA,,,,culex pipiens,41121,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229068,West Nile virus,USA,,,,culex pipiens,41122,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229069,West Nile virus,USA,,,,culex pipiens,41128,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229070,West Nile virus,USA,,,,culex pipiens,41130,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229071,West Nile virus,USA,,,,culex pipiens,41128,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229072,West Nile virus,USA,,,,culex pipiens,41135,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229073,West Nile virus,USA,,,,culex pipiens,41142,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
KY229074,West Nile virus,USA,,,,culex pipiens,41142,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito,Culex
OL741623,West Nile virus,USA,CO,,Gravid trap,culex pipiens,43338,"    Direct Submission
  ",mosquito,Culex
OP009521,West Nile virus,Italy,,,,culex pipiens,44431,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito,Culex
OP009522,West Nile virus,Italy,,,,culex pipiens,44424,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito,Culex
OP009523,West Nile virus,Italy,,,,culex pipiens,44424,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito,Culex
