Name,organism,country,city/state,county,isolation_source,host,collection_date, 
KX547573,West Nile virus,USA,NY, Niagara county,,Culex sp.,37837,"    Direct Submission
  "
KX547574,West Nile virus,USA,NY, Suffolk county,,Culex sp.,41100,"    Direct Submission
  "
KX547575,West Nile virus,USA,NY, Suffolk county,,Culex sp.,41080,"    Direct Submission
  "
KX547576,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,40823,"    Direct Submission
  "
KX547577,West Nile virus,USA,NY, Herkimer county,,Corvus brachyrhynchos,38182,"    Direct Submission
  "
KX547578,West Nile virus,USA,NY, Queens county,,Cyanocitta cristata,38643,"    Direct Submission
  "
KX547579,West Nile virus,USA, NY, Nassau county,,Aedes sp.,41110,"    Direct Submission
  "
KX547580,West Nile virus,USA,NY, Niagara county,,Corvus brachyrhynchos,39673,"    Direct Submission
  "
KX547581,West Nile virus,USA,NY, Putnam county,,Culex sp.,37831,"    Direct Submission
  "
KX547582,West Nile virus,USA,NY, Rockland county,,Culex sp.,40361,"    Direct Submission
  "
KX547583,West Nile virus,USA,NY, Suffolk county,,Corvus brachyrhynchos,38142,"    Direct Submission
  "
KX547584,West Nile virus,USA,NY, Chemung county,,Corvus brachyrhynchos,37505,"    Direct Submission
  "
KX547585,West Nile virus,USA,NY,Albany county,,Corvus brachyrhynchos,40058,"    Direct Submission
  "
KX547586,West Nile virus,USA,NY, Dutchess county,,Culex sp.,37518,"    Direct Submission
  "
KX547587,West Nile virus,USA,NY, Suffolk county,,Turdus migratorius,38932,"    Direct Submission
  "
KX547588,West Nile virus,USA, NY, Kings county,,Turdus migratorius,38226,"    Direct Submission
  "
KX547589,West Nile virus,USA,NY, Queens county,,Cyanocitta cristata,39318,"    Direct Submission
  "
KX547590,West Nile virus,USA,NY, Queens county,,Carpodacus mexicanus,38239,"    Direct Submission
  "
KX547591,West Nile virus,USA,NY, Rockland county,,Cyanocitta cristata,38232,"    Direct Submission
  "
KX547592,West Nile virus,USA,NY,Albany county,,Culex sp.,37855,"    Direct Submission
  "
KX547593,West Nile virus,USA,NY,,,Cyanocitta cristata,37892,"    Direct Submission
  "
KX547594,West Nile virus,USA,NY, Weschester county,,Aedes sp.,41486,"    Direct Submission
  "
KX547595,West Nile virus,USA,NY, Dutchess county,,Corvus brachyrhynchos,39317,"    Direct Submission
  "
KX547596,West Nile virus,USA,NY, Suffolk county,,Quiscalus quiscula,38575,"    Direct Submission
  "
KX547597,West Nile virus,USA,NY, Richmond county,,Cyanocitta cristata,38244,"    Direct Submission
  "
KX547598,West Nile virus,USA,NY, Dutchess county,,Corvus brachyrhynchos,40059,"    Direct Submission
  "
KX547599,West Nile virus,USA,NY, Weschester county,,Culex sp.,38624,"    Direct Submission
  "
KX547600,West Nile virus,USA,NY, Rensselaer county,,Corvus brachyrhynchos,40434,"    Direct Submission
  "
KX547601,West Nile virus,USA, NY, Nassau county,,Aedes sp.,40399,"    Direct Submission
  "
KX547602,West Nile virus,USA,NY, Weschester county,,Culex sp.,36770,"    Direct Submission
  "
KX547603,West Nile virus,USA,NY, Saratoga county,,Corvus brachyrhynchos,37519,"    Direct Submission
  "
KX547604,West Nile virus,USA,NY, Erie county,,Culex sp.,41514,"    Direct Submission
  "
KX547605,West Nile virus,USA, NY, Lewis county,,Corvus brachyrhynchos,38179,"    Direct Submission
  "
KX547606,West Nile virus,USA,NY, Rockland county,,Culex sp.,39661,"    Direct Submission
  "
KX547607,West Nile virus,USA,NY, Erie county,,Culex sp.,38957,"    Direct Submission
  "
KX547608,West Nile virus,USA,NY, Erie county,,Culex sp.,40050,"    Direct Submission
  "
KX547609,West Nile virus,USA,NY,Albany county,,Sciurus carolinensis,37889,"    Direct Submission
  "
KX547610,West Nile virus,USA, NY, Monroe county,,Culex sp.,38209,"    Direct Submission
  "
KX547611,West Nile virus,USA,NY,Columbia county,,Corvus brachyrhynchos,40052,"    Direct Submission
  "
KX547612,West Nile virus,USA,NY, Suffolk county,,Culex sp.,41142,"    Direct Submission
  "
KX547613,West Nile virus,USA,NY, Suffolk county,,Culiseta sp.,37860,"    Direct Submission
  "
KX547614,West Nile virus,USA,NY, Erie county,,Culex sp.,38539,"    Direct Submission
  "
KX547615,West Nile virus,USA,NY, Suffolk county,,Corvus brachyrhynchos,38924,"    Direct Submission
  "
KX547616,West Nile virus,USA, NY, Kings county,,Corvus brachyrhynchos,39345,"    Direct Submission
  "
KX547617,West Nile virus,USA,NY, Orange county,,Culex sp.,37859,"    Direct Submission
  "
KX547618,West Nile virus,USA,NY, Ulster county,,Corvus brachyrhynchos,37889,"    Direct Submission
  "
KX547619,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,37483,"    Direct Submission
  "
KX547620,West Nile virus,USA, NY, Jefferson county,,Corvus brachyrhynchos,37497,"    Direct Submission
  "
KX547621,West Nile virus,USA, NY, Nassau county,,Cyanocitta cristata,38259,"    Direct Submission
  "
KY216149,West Nile virus,USA,,,,Culex pipiens,41080,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY216150,West Nile virus,USA,,,,Culex pipiens,41101,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY216151,West Nile virus,USA,,,,Culex pipiens,41107,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY216152,West Nile virus,USA,,,,Culex pipiens,41107,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY216153,West Nile virus,USA,,,,Culex pipiens,41115,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY216155,West Nile virus,USA,,,,Culex pipiens,41121,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY229067,West Nile virus,USA,,,,Culex pipiens,41121,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY229068,West Nile virus,USA,,,,Culex pipiens,41122,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY229069,West Nile virus,USA,,,,Culex pipiens,41128,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY229070,West Nile virus,USA,,,,Culex pipiens,41130,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY229071,West Nile virus,USA,,,,Culex pipiens,41128,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY229072,West Nile virus,USA,,,,Culex pipiens,41135,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY229073,West Nile virus,USA,,,,Culex pipiens,41142,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY229074,West Nile virus,USA,,,,Culex pipiens,41142,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  "
KY523178,West Nile virus,Uganda, Queen Elizabeth National Park,,mosquito pool,Culex neavei,39965,"    Direct Submission
  "
KY594040,West Nile virus,Greece,,,blood donor,Homo sapiens,2010,"    Direct Submission
  "
LC318700,West Nile virus,Zambia,Mongu district,,Culex quinquefasciatus,,42506,"    First isolation of West Nile virus in Zambia from mosquitoes
  "
LC802098,West Nile virus,Australia,,,,Culex annulirostris,1974,"    Complete sequence of West Nile virus Kunjin strain OR393 subclones
  "
LC802099,West Nile virus,Australia,,,,Culex annulirostris,1974,"    Complete sequence of West Nile virus Kunjin strain OR393 subclones
  "
LC817237,West Nile virus,Zambia,,,,Crocodylus niloticus,2019,"    African lineage 1a West Nile virus isolated from crocodiles
            exhibits low neuroinvasiveness in mice
  "
LR743421,West Nile virus,,,,,,,"    Direct Submission
  "
LR743422,West Nile virus,,,,,,,"    Direct Submission
  "
LR743423,West Nile virus,,,,,,,"    Direct Submission
  "
LR743424,West Nile virus,,,,,,,"    Direct Submission
  "
LR743425,West Nile virus,,,,,,,"    Direct Submission
  "
LR743426,West Nile virus,,,,,,,"    Direct Submission
  "
LR743427,West Nile virus,,,,,,,"    Direct Submission
  "
LR743428,West Nile virus,,,,,,,"    Direct Submission
  "
LR743429,West Nile virus,,,,,,,"    Direct Submission
  "
LR743430,West Nile virus,,,,,,,"    Direct Submission
  "
LR743431,West Nile virus,,,,,,,"    Direct Submission
  "
LR743432,West Nile virus,,,,,,,"    Direct Submission
  "
LR743433,West Nile virus,,,,,,,"    Direct Submission
  "
LR743434,West Nile virus,,,,,,,"    Direct Submission
  "
LR743435,West Nile virus,,,,,,,"    Direct Submission
  "
LR743436,West Nile virus,,,,,,,"    Direct Submission
  "
LR743437,West Nile virus,,,,,,,"    Direct Submission
  "
LR743442,West Nile virus,,,,,,,"    Direct Submission
  "
LR743443,West Nile virus,,,,,,,"    Direct Submission
  "
LR743444,West Nile virus,,,,,,,"    Direct Submission
  "
LR743445,West Nile virus,,,,,,,"    Direct Submission
  "
LR743446,West Nile virus,,,,,,,"    Direct Submission
  "
LR743447,West Nile virus,,,,,,,"    Direct Submission
  "
LR743448,West Nile virus,,,,,,,"    Direct Submission
  "
LR743449,West Nile virus,,,,,,,"    Direct Submission
  "
LR743450,West Nile virus,,,,,,,"    Direct Submission
  "
LR743451,West Nile virus,,,,,,,"    Direct Submission
  "
LR743452,West Nile virus,,,,,,,"    Direct Submission
  "
LR743453,West Nile virus,,,,,,,"    Direct Submission
  "
LR743454,West Nile virus,,,,,,,"    Direct Submission
  "
LR743455,West Nile virus,,,,,,,"    Direct Submission
  "
LR743456,West Nile virus,,,,,,,"    Direct Submission
  "
LR743457,West Nile virus,,,,,,,"    Direct Submission
  "
LR743458,West Nile virus,,,,,,,"    Direct Submission
  "
LR989885,West Nile virus,,,,,,,"    Direct Submission
  "
LR989888,West Nile virus,,,,,,,"    Direct Submission
  "
LR989891,West Nile virus,,,,,,,"    Direct Submission
  "
LR989893,West Nile virus,,,,,,,"    Direct Submission
  "
M12294,West Nile virus,,,,,,,"    Sequence analysis of the viral core protein and the
            membrane-associated proteins V1 and NV2 of the flavivirus West Nile
            virus and of the genome sequence for these proteins
  "
MF797870,West Nile virus,Cyprus,,,urine,Homo sapiens,42552,"    Complete genome sequence and phylogenetic characterization of the
            first West-nile virus identified in Cyprus
  "
MF984337,West Nile virus,Austria,,,plasma,Homo sapiens,2015,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984338,West Nile virus,Austria,,,plasma,Homo sapiens,2015,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984339,West Nile virus,Austria,,,plasma,Homo sapiens,2015,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984340,West Nile virus,Austria,,,plasma,Homo sapiens,2015,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984341,West Nile virus,Austria,,,plasma,Homo sapiens,2015,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984342,West Nile virus,Austria,,,plasma,Homo sapiens,2015,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984343,West Nile virus,Austria,,,urine,Homo sapiens,2015,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984344,West Nile virus,Austria,,,brain,goshawk,2015,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984345,West Nile virus,Austria,,,brain,falcon,2015,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984346,West Nile virus,Austria,,,plasma,Homo sapiens,2016,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984347,West Nile virus,Austria,,,plasma,Homo sapiens,2016,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984348,West Nile virus,Austria,,,plasma,Homo sapiens,2016,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984349,West Nile virus,Austria,,,plasma,horse,2016,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984350,West Nile virus,Austria,,,brain,horse,2016,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984351,West Nile virus,Austria,,,mosquito suspension,Culex pipiens,2016,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MF984352,West Nile virus,Austria,,,mosquito suspension,Culex pipiens,2016,"    Integrated analysis of human-animal-vector surveillance: West Nile
            virus infections in Austria, 2015-2016
  "
MG004528,West Nile virus,USA, AZ,,mosquito pool,Culex tarsalis,42164,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004529,West Nile virus,USA, AZ,,mosquito pool,Culex quinquefasciatus,41816,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004530,West Nile virus,USA, AZ,,mosquito pool,Culex tarsalis,42663,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004531,West Nile virus,USA, AZ,,mosquito pool,Culex tarsalis,42501,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004532,West Nile virus,USA, AZ,,mosquito pool,Culex quinquefasciatus,42221,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004533,West Nile virus,USA, AZ,,mosquito pool,Culex quinquefasciatus,41793,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004534,West Nile virus,USA, AZ,,mosquito pool,Culex quinquefasciatus,42549,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004535,West Nile virus,USA, AZ,,mosquito pool,Culex tarsalis,41842,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004536,West Nile virus,USA, AZ,,mosquito pool,Culex quinquefasciatus,42607,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004537,West Nile virus,USA, AZ,,mosquito pool,Culex quinquefasciatus,41879,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004538,West Nile virus,USA, AZ,,mosquito pool,Culex quinquefasciatus,42284,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004539,West Nile virus,USA, AZ,,mosquito pool,Culex quinquefasciatus,41800,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004540,West Nile virus,USA, AZ,,mosquito pool,Culex quinquefasciatus,42136,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MG004541,West Nile virus,USA, AZ,,mosquito pool,Culex quinquefasciatus,42851,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  "
MH021189,West Nile virus,Belgium,,,,Homo sapiens,43009,"    Belgian patient returning from Hungary with a confirmed West Nile
            Virus infection using next-generation sequencing
  "
MH166882,West Nile virus,USA,VA, Norfolk County,,bird,2000,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  "
MH166883,West Nile virus,USA,VA, Norfolk County,,bird,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  "
MH166884,West Nile virus,USA,VA, Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  "
